prov_origen;depto_origen;prov_destino;depto_destino;hora_incio;cantidad_tren;cantidad_subte;cantidad_bus;cantidad_as;cantidad_transbordo;pobl2010_origen;pobl2010_destino
6;532;2;3;5;0;0;47;17;5;63284;187537
6;408;6;28;5;15;4;50;9;24;180423;552228
6;638;2;6;5;67;22;172;60;109;299916;175916
6;134;2;12;5;6;3;6;1;7;51892;200870
2;12;6;274;5;56;93;141;46;109;200870;426005
6;539;2;7;5;611;47;1558;577;756;525261;220429
2;2;6;760;5;531;168;1082;499;611;157835;273838
6;274;6;525;5;0;0;2;1;0;426005;54181
6;266;2;3;5;0;0;12;2;6;29805;187537
6;274;6;749;5;11;1;28;17;14;426005;166803
6;638;6;560;5;210;0;5172;1464;1948;299916;451589
6;434;6;91;5;78;1;978;209;423;459263;324244
2;9;2;6;5;259;193;4480;985;805;161797;175916
6;760;6;648;5;1;1;1;0;1;273838;81141
6;412;6;441;5;23;0;34;15;23;265981;654324
6;412;6;760;5;2211;9;23352;6611;5117;265981;273838
6;126;6;749;5;0;0;32;2;13;94461;166803
6;126;2;9;5;0;0;12;6;6;94461;161797
6;427;6;441;5;51;4;455;122;106;1498704;654324
6;35;6;371;5;59;15;129;34;72;342464;414196
6;441;6;560;5;10;2;43;21;22;654324;451589
6;756;6;515;5;720;4;6702;2105;2422;292878;322375
6;760;6;434;5;21;1;46;16;24;273838;459263
6;371;6;266;5;0;0;1;0;0;414196;29805
2;12;6;364;5;5;1;37;14;15;200870;87185
6;28;2;8;5;106;2;755;134;341;552228;187237
6;126;6;274;5;0;1;3;2;2;94461;426005
6;840;6;658;5;49;2;177;60;80;339828;581314
2;3;6;805;5;307;273;1229;331;592;187537;377797
2;9;6;260;5;26;5;1463;287;569;161797;300934
6;260;6;490;5;1605;9;18703;4446;5210;300934;616279
6;408;6;91;5;2;0;13;3;6;180423;324244
6;515;6;648;5;0;0;1;0;0;322375;81141
6;364;6;260;5;1;0;19;4;9;87185;300934
6;648;6;638;5;0;0;1;0;0;81141;299916
2;5;6;805;5;73;78;273;77;146;179005;377797
6;119;2;4;5;0;0;1;0;0;26367;218245
6;778;2;7;5;33;26;34;15;36;59478;220429
6;28;6;412;5;3;1;17;7;4;552228;265981
6;568;6;648;5;10;0;20;4;9;321109;81141
2;12;6;410;5;59;12;241;103;112;200870;167824
6;756;6;749;5;2120;5;15003;4004;3384;292878;166803
2;9;6;497;5;9;0;27;15;13;161797;106273
2;4;6;861;5;304;136;1414;298;611;218245;268752
6;427;6;760;5;110;0;1513;372;647;1498704;273838
6;410;6;274;5;4;0;40;14;18;167824;426005
2;14;6;638;5;389;63;1501;531;485;225970;299916
6;410;6;532;5;0;0;5;1;1;167824;63284
6;497;2;7;5;0;4;50;14;10;106273;220429
6;98;6;274;5;0;0;106;24;49;88470;426005
2;5;2;8;5;13;163;3018;517;619;179005;187237
6;539;2;5;5;533;119;1314;453;650;525261;179005
6;245;2;6;5;2;1;5;3;3;56729;175916
6;638;6;28;5;5;7;17;3;10;299916;552228
6;260;2;3;5;544;332;3011;881;1430;300934;187537
2;15;6;560;5;961;182;1870;914;1224;182574;451589
2;3;6;270;5;99;169;593;161;190;187537;163671
6;638;6;260;5;3;2;21;4;9;299916;300934
2;14;2;1;5;1258;21685;30854;4889;5418;225970;206262
6;749;6;861;5;688;6;4166;1161;1310;166803;268752
2;3;6;560;5;2657;398;3611;1778;2442;187537;451589
6;98;6;35;5;6;1;10;3;6;88470;342464
6;638;6;658;5;3;2;14;8;6;299916;581314
2;12;2;11;5;118;112;5434;1241;943;200870;189832
6;515;6;35;5;27;1;74;24;38;322375;342464
2;1;6;410;5;621;430;1019;318;741;206262;167824
2;4;6;252;5;19;13;171;32;79;218245;213619
6;126;6;412;5;0;0;71;19;33;94461;265981
6;270;2;7;5;141;63;275;85;173;163671;220429
6;274;6;371;5;8;1;41;16;15;426005;414196
6;568;2;11;5;372;1;1682;449;676;321109;189832
6;371;6;756;5;525;2;12982;3394;3157;414196;292878
6;252;2;4;5;15;10;144;30;68;213619;218245
6;35;6;539;5;131;3;239;61;146;342464;525261
6;371;6;778;5;2;0;5;0;2;414196;59478
6;568;2;5;5;542;201;974;278;622;321109;179005
6;35;6;882;5;1;4;13;2;7;342464;114269
6;525;6;260;5;3;0;13;2;6;54181;300934
6;412;6;525;5;0;0;4;1;0;265981;54181
6;412;6;568;5;258;0;1349;420;599;265981;321109
6;490;6;840;5;78;7;1328;287;519;616279;339828
6;525;2;4;5;19;2;56;16;28;54181;218245
6;434;6;28;5;870;11;9061;2236;2818;459263;552228
2;3;6;840;5;2297;2297;2252;776;2444;187537;339828
6;560;6;539;5;79;0;12893;3772;3364;451589;525261
6;371;6;805;5;101;3;2860;676;1012;414196;377797
6;638;6;778;5;0;1;3;0;2;299916;59478
6;861;6;749;5;486;2;4170;1134;1179;268752;166803
6;525;6;840;5;33;0;119;23;46;54181;339828
2;7;2;13;5;199;2797;4022;757;1179;220429;232094
6;35;2;9;5;51;22;739;144;362;342464;161797
6;364;6;252;5;0;0;272;49;88;87185;213619
2;14;6;35;5;115;539;4022;996;1540;225970;342464
2;3;6;756;5;630;574;1311;322;900;187537;292878
6;778;6;525;5;0;0;1;1;0;59478;54181
6;35;6;245;5;10;0;23;8;10;342464;56729
2;1;2;5;5;595;14716;16247;2947;2665;206262;179005
6;364;2;10;5;0;0;80;22;15;87185;165883
6;260;2;7;5;175;134;1226;313;584;300934;220429
2;1;2;11;5;2619;3220;7648;1330;3676;206262;189832
6;441;2;1;5;780;526;5827;920;1784;654324;206262
6;638;6;840;5;328;0;619;188;316;299916;339828
6;525;6;778;5;0;0;2;0;1;54181;59478
6;441;2;5;5;42;131;299;44;197;654324;179005
6;412;6;274;5;12;3;21;6;12;265981;426005
6;805;6;760;5;139;0;5950;1305;1820;377797;273838
2;7;2;15;5;151;3113;6573;1211;1367;220429;182574
2;13;2;4;5;370;782;4383;941;1487;232094;218245
2;10;2;11;5;79;17;8998;2123;1133;165883;189832
6;252;6;270;5;0;0;7;1;2;213619;163671
2;2;6;840;5;695;318;1638;462;1014;157835;339828
6;364;6;638;5;13;0;1543;355;515;87185;299916
6;427;6;515;5;48;1;512;113;223;1498704;322375
6;760;2;10;5;186;1;547;173;268;273838;165883
6;270;6;490;5;958;8;2759;790;1181;163671;616279
6;749;6;274;5;20;3;24;12;19;166803;426005
6;638;6;497;5;14;1;735;168;182;299916;106273
6;35;2;13;5;306;471;1995;529;1119;342464;232094
2;11;2;3;5;412;1590;5379;889;2093;189832;187537
6;760;2;2;5;634;229;949;488;721;273838;157835
6;91;6;28;5;224;4;1464;380;612;324244;552228
6;778;6;371;5;0;0;5;0;2;59478;414196
6;364;6;408;5;4;0;181;39;75;87185;180423
2;5;6;756;5;172;179;471;117;284;179005;292878
6;274;6;658;5;188;13;21739;5559;4898;426005;581314
6;568;6;434;5;75;1;240;58;110;321109;459263
6;490;2;2;5;759;564;4422;1571;2251;616279;157835
6;274;6;638;5;7;1;18;10;9;426005;299916
6;28;6;28;5;10508;346;188914;55502;28380;552228;552228
6;525;6;134;5;3;0;240;43;11;54181;51892
2;14;6;532;5;3;9;45;16;7;225970;63284
6;274;2;12;5;63;95;206;81;154;426005;200870
6;525;2;8;5;9;0;39;8;18;54181;187237
2;13;2;5;5;276;2265;4445;840;1105;232094;179005
2;13;6;525;5;29;12;65;24;41;232094;54181
2;1;6;364;5;40;57;218;47;129;206262;87185
6;756;6;490;5;106;59;1104;320;505;292878;616279
6;91;6;658;5;648;19;22640;5407;4415;324244;581314
6;441;6;427;5;32;2;503;139;102;654324;1498704
6;760;6;427;5;112;0;1363;325;578;273838;1498704
2;14;2;13;5;273;4008;18992;3994;2238;225970;232094
2;14;2;9;5;163;136;3565;724;1048;225970;161797
6;126;6;638;5;1;0;310;69;135;94461;299916
6;434;6;371;5;32;11;265;47;109;459263;414196
6;98;6;568;5;0;0;2;2;1;88470;321109
6;364;6;882;5;0;0;4;0;2;87185;114269
6;126;2;2;5;0;16;122;41;23;94461;157835
2;7;6;648;5;33;49;100;29;49;220429;81141
6;408;6;427;5;155;1;3284;759;1443;180423;1498704
6;412;6;756;5;148;1;3818;1225;1458;265981;292878
6;539;6;408;5;211;0;1299;335;647;525261;180423
6;760;6;560;5;623;3;15322;4612;3529;273838;451589
6;638;6;252;5;65;0;10645;2215;2399;299916;213619
2;8;6;270;5;11;1;213;48;77;187237;163671
6;434;6;638;5;11;5;29;10;15;459263;299916
6;490;6;861;5;75;21;2142;682;880;616279;268752
2;4;6;840;5;261;143;1314;224;610;218245;339828
6;532;6;412;5;0;0;11;5;5;63284;265981
6;134;6;648;5;65;1;54;25;48;51892;81141
6;35;6;638;5;19;5;42;11;24;342464;299916
6;364;2;2;5;6;4;70;28;30;87185;157835
2;4;2;2;5;39;1425;8558;1673;1321;218245;157835
6;756;6;98;5;1;1;0;0;1;292878;88470
6;490;6;497;5;2;0;14;5;6;616279;106273
6;364;6;371;5;14;0;213;78;89;87185;414196
6;434;6;266;5;0;0;1;0;0;459263;29805
2;6;6;560;5;520;49;902;473;553;175916;451589
6;364;6;412;5;27;0;819;197;239;87185;265981
6;245;2;3;5;4;0;72;17;34;56729;187537
6;371;2;6;5;134;65;850;239;456;414196;175916
2;4;6;568;5;477;164;1133;274;657;218245;321109
2;8;2;6;5;14;98;4141;771;1022;187237;175916
2;12;2;4;5;59;1036;1870;337;967;200870;218245
2;4;6;525;5;20;4;53;10;27;218245;54181
2;15;6;778;5;19;58;23;10;27;182574;59478
6;134;6;119;5;3;0;2;2;2;51892;26367
2;2;6;805;5;275;157;1468;461;700;157835;377797
6;861;6;760;5;230;2;2221;622;838;268752;273838
6;539;6;270;5;16;1;77;14;28;525261;163671
6;364;6;539;5;2;1;1231;340;407;87185;525261
6;134;2;15;5;37;25;20;13;35;51892;182574
6;252;6;408;5;9;0;110;21;41;213619;180423
2;9;6;252;5;5;0;168;30;66;161797;213619
6;412;6;805;5;137;2;6654;1556;2393;265981;377797
2;7;6;434;5;85;291;3038;746;1295;220429;459263
6;252;2;14;5;22;58;1464;467;526;213619;225970
6;749;6;525;5;1;0;5;1;2;166803;54181
6;134;2;13;5;33;19;11;12;28;51892;232094
2;8;6;434;5;26;1;1965;357;860;187237;459263
6;490;2;10;5;51;9;2151;609;849;616279;165883
6;245;6;28;5;2;0;25;5;12;56729;552228
6;412;6;134;5;3;3;2;2;3;265981;51892
2;10;6;410;5;289;0;399;192;275;165883;167824
6;648;6;441;5;11;3;48;19;19;81141;654324
6;568;6;28;5;76;1;311;73;110;321109;552228
2;4;6;756;5;326;76;756;211;422;218245;292878
6;648;6;274;5;63;0;148;49;72;81141;426005
2;13;6;408;5;396;55;960;361;506;232094;180423
2;1;6;560;5;1565;834;2842;1170;2059;206262;451589
6;371;2;2;5;434;332;1163;378;766;414196;157835
6;568;6;658;5;60;3;217;44;91;321109;581314
2;15;6;35;5;105;655;1622;348;877;182574;342464
6;778;2;13;5;21;23;28;10;28;59478;232094
2;15;2;9;5;242;168;4232;748;1118;182574;161797
6;329;2;7;5;4;0;7;4;5;14889;220429
2;12;2;9;5;72;37;1934;395;624;200870;161797
2;6;2;1;5;300;10527;11268;1931;2664;175916;206262
2;6;6;778;5;10;20;36;10;15;175916;59478
6;539;2;11;5;646;2;2263;807;1099;525261;189832
6;364;6;270;5;0;0;4;2;2;87185;163671
6;490;6;119;5;8;0;18;1;10;616279;26367
2;8;6;28;5;89;13;840;133;350;187237;552228
2;2;6;861;5;430;985;4098;664;1555;157835;268752
6;434;2;7;5;117;221;3054;708;1320;459263;220429
6;497;6;882;5;0;0;36;4;9;106273;114269
6;91;6;98;5;15;0;73;24;37;324244;88470
6;410;2;10;5;250;2;455;197;253;167824;165883
2;13;6;882;5;1;5;141;43;27;232094;114269
6;560;6;560;5;370;16;177721;57384;17710;451589;451589
2;3;6;760;5;919;953;792;369;951;187537;273838
2;10;6;364;5;48;0;72;33;51;165883;87185
6;840;2;1;5;4631;3173;4676;1071;4735;339828;206262
6;525;6;497;5;12;0;32;11;16;54181;106273
6;525;2;1;5;69;23;127;44;78;54181;206262
2;2;6;329;5;1;0;2;0;1;157835;14889
2;8;6;260;5;22;5;1064;229;436;187237;300934
6;539;6;805;5;69;0;606;168;258;525261;377797
6;490;2;11;5;85;15;2934;778;1183;616279;189832
2;5;6;760;5;310;286;410;152;333;179005;273838
6;408;6;840;5;1025;3;2951;773;1106;180423;339828
6;329;6;560;5;2;0;11;4;6;14889;451589
6;749;6;568;5;30;0;143;41;73;166803;321109
6;882;2;7;5;0;0;2;0;0;114269;220429
2;7;6;408;5;91;33;282;94;143;220429;180423
6;427;6;126;5;0;0;4;2;1;1498704;94461
2;2;6;756;5;835;332;2376;500;1335;157835;292878
2;6;2;13;5;124;2664;5369;877;1103;175916;232094
6;658;6;778;5;26;0;148;44;54;581314;59478
6;410;6;778;5;0;1;1;1;1;167824;59478
6;539;6;266;5;0;0;6;6;2;525261;29805
6;134;6;270;5;260;1;1028;248;265;51892;163671
6;252;6;658;5;0;0;3;1;0;213619;581314
6;134;6;408;5;2;0;2;0;1;51892;180423
6;805;6;648;5;1;4;4;0;4;377797;81141
2;10;6;515;5;57;0;250;75;109;165883;322375
6;35;2;8;5;26;3;925;144;431;342464;187237
6;539;2;1;5;1678;931;4078;1184;2483;525261;206262
6;260;6;91;5;34;3;352;67;135;300934;324244
6;408;6;778;5;1;1;1;1;1;180423;59478
6;749;2;11;5;57;1;327;45;133;166803;189832
6;483;2;14;5;0;0;2;1;0;36172;225970
2;6;2;15;5;137;644;8459;1659;1197;175916;182574
6;28;6;648;5;600;8;9471;2407;1412;552228;81141
6;515;6;364;5;1;0;270;80;109;322375;87185
6;270;6;274;5;112;0;284;84;103;163671;426005
6;410;2;2;5;194;37;477;159;276;167824;157835
6;525;6;329;5;0;0;220;40;8;54181;14889
2;8;6;568;5;176;1;843;174;410;187237;321109
2;10;2;5;5;62;300;2633;554;690;165883;179005
6;532;6;434;5;0;0;1;0;0;63284;459263
6;266;6;756;5;0;0;18;4;8;29805;292878
2;13;6;364;5;26;21;175;80;85;232094;87185
2;13;6;98;5;4;2;4;0;4;232094;88470
6;749;6;91;5;8;1;11;8;9;166803;324244
6;266;6;364;5;0;0;27;5;13;29805;87185
6;861;2;3;5;567;1093;2700;616;1547;268752;187537
6;497;6;483;5;0;0;1;0;0;106273;36172
6;539;6;134;5;1;0;23;0;10;525261;51892
6;658;6;490;5;357;6;9606;2369;2627;581314;616279
2;9;2;2;5;190;326;1819;390;844;161797;157835
6;568;2;10;5;801;5;1804;568;676;321109;165883
2;3;6;266;5;2;2;4;0;3;187537;29805
6;515;2;4;5;144;21;327;104;193;322375;218245
6;749;2;4;5;131;14;227;47;155;166803;218245
2;4;6;805;5;132;30;493;123;225;218245;377797
6;778;6;119;5;22;0;594;89;65;59478;26367
6;408;2;7;5;206;45;379;129;230;180423;220429
6;756;6;882;5;0;0;51;12;11;292878;114269
6;497;6;364;5;0;0;2712;557;452;106273;87185
2;12;2;12;5;546;635;19596;4972;2204;200870;200870
2;9;6;861;5;42;1;1759;369;513;161797;268752
6;805;6;35;5;29;5;79;27;43;377797;342464
2;10;6;98;5;2;1;1;0;1;165883;88470
6;756;6;539;5;149;1;778;256;328;292878;525261
6;648;2;8;5;14;0;44;4;21;81141;187237
6;98;6;490;5;0;0;10;1;3;88470;616279
6;525;6;805;5;1;0;23;6;10;54181;377797
2;12;6;412;5;279;40;1221;511;535;200870;265981
6;28;2;7;5;419;376;1207;393;825;552228;220429
6;483;2;5;5;0;0;1;0;0;36172;179005
6;532;2;7;5;0;0;2;0;0;63284;220429
2;14;2;4;5;131;1082;8909;1813;2061;225970;218245
6;274;6;778;5;41;0;85;33;41;426005;59478
6;568;2;2;5;654;189;1218;425;840;321109;157835
6;490;6;91;5;135;3;869;194;368;616279;324244
6;560;2;7;5;115;27;1107;344;224;451589;220429
6;778;2;1;5;626;252;919;267;484;59478;206262
6;410;6;427;5;692;4;3919;1086;1890;167824;1498704
6;412;6;539;5;14;0;368;100;127;265981;525261
6;490;6;515;5;15;4;144;25;57;616279;322375
6;427;2;15;5;290;273;8682;2121;3751;1498704;182574
6;658;6;266;5;0;0;1;0;0;581314;29805
6;35;6;434;5;657;31;22364;5538;4553;342464;459263
6;412;6;371;5;425;0;3070;788;1162;265981;414196
6;658;2;12;5;57;144;380;99;249;581314;200870
6;408;6;252;5;19;0;102;17;45;180423;213619
6;638;6;134;5;1;1;1;0;1;299916;51892
6;441;6;638;5;7;0;13;2;7;654324;299916
6;497;6;410;5;0;0;87;22;33;106273;167824
2;15;6;638;5;302;76;413;145;216;182574;299916
2;12;6;371;5;714;66;6143;1899;1107;200870;414196
2;3;6;497;5;22;52;464;168;101;187537;106273
2;8;2;3;5;82;474;5014;907;1130;187237;187537
2;11;6;266;5;1;0;6;2;3;189832;29805
6;260;6;441;5;24;3;215;65;59;300934;654324
2;14;6;270;5;45;173;399;125;113;225970;163671
2;7;2;4;5;43;1227;8748;1485;2014;220429;218245
6;861;6;882;5;1;0;46;11;15;268752;114269
2;3;2;3;5;3237;13745;22284;5658;4057;187537;187537
6;427;2;13;5;302;735;8633;2482;4043;1498704;232094
6;638;6;266;5;24;2;1248;221;267;299916;29805
6;658;6;245;5;58;0;133;25;80;581314;56729
6;560;6;270;5;3;0;47;13;11;451589;163671
6;266;2;11;5;4;0;7;2;4;29805;189832
6;412;6;532;5;0;0;4;4;2;265981;63284
6;861;6;408;5;108;1;459;121;217;268752;180423
6;882;2;6;5;0;0;1;0;0;114269;175916
2;5;6;434;5;113;403;4143;953;1293;179005;459263
6;266;6;410;5;0;0;4;2;2;29805;167824
2;6;6;35;5;40;292;1479;377;614;175916;342464
2;11;6;497;5;4;0;19;6;6;189832;106273
6;441;6;412;5;18;1;38;13;19;654324;265981
6;658;6;560;5;20;5;54;15;26;581314;451589
2;1;6;490;5;2674;5478;15176;3030;7449;206262;616279
6;270;6;441;5;19;0;36;15;18;163671;654324
2;4;6;134;5;24;4;116;21;45;218245;51892
6;778;6;427;5;34;0;101;26;52;59478;1498704
6;274;2;6;5;114;117;464;165;295;426005;175916
6;35;6;560;5;70;9;153;52;93;342464;451589
2;2;6;568;5;686;206;1364;508;881;157835;321109
6;490;6;749;5;4;1;218;49;92;616279;166803
2;5;6;245;5;4;2;5;0;4;179005;56729
6;427;6;749;5;19;0;339;70;150;1498704;166803
6;329;6;427;5;2;0;5;1;2;14889;1498704
6;749;6;760;5;45;0;1102;281;343;166803;273838
6;434;2;11;5;40;9;1115;299;469;459263;189832
2;12;2;8;5;8;35;1334;231;372;200870;187237
6;882;6;371;5;0;0;6;2;2;114269;414196
6;539;6;756;5;155;1;1083;352;519;525261;292878
2;1;6;28;5;3234;5418;10735;2601;5385;206262;552228
6;778;6;91;5;7;2;19;4;9;59478;324244
2;9;2;10;5;301;16;9614;2297;1145;161797;165883
2;8;6;134;5;7;0;20;3;10;187237;51892
6;412;6;364;5;13;0;896;218;256;265981;87185
2;14;6;539;5;1355;67;2926;1352;1579;225970;525261
6;245;2;2;5;1;1;8;1;4;56729;157835
6;364;6;525;5;0;0;38;15;16;87185;54181
2;9;6;364;5;99;0;160;44;91;161797;87185
6;648;6;252;5;1;0;5;0;1;81141;213619
6;91;6;539;5;5;1;24;11;9;324244;525261
6;371;6;490;5;30;8;1418;300;530;414196;616279
2;10;2;14;5;63;113;3533;626;967;165883;225970
6;91;6;638;5;4;1;12;0;6;324244;299916
6;490;2;12;5;77;109;2293;792;966;616279;200870
6;270;6;35;5;439;2;810;241;449;163671;342464
6;497;6;749;5;0;0;3;2;0;106273;166803
6;749;6;805;5;943;3;15188;3997;3746;166803;377797
6;490;6;28;5;3069;24;35414;9797;7705;616279;552228
6;441;6;648;5;19;0;21;8;11;654324;81141
2;13;6;638;5;154;38;1613;505;536;232094;299916
6;882;2;10;5;0;0;1;1;0;114269;165883
6;434;2;10;5;20;8;803;179;309;459263;165883
2;14;6;28;5;342;866;2416;780;856;225970;552228
6;408;6;568;5;614;16;11001;3105;2533;180423;321109
2;5;6;91;5;76;228;611;159;360;179005;324244
2;12;2;13;5;277;406;15194;3407;1904;200870;232094
6;260;2;2;5;366;191;1217;484;707;300934;157835
6;412;6;410;5;25;1;253;64;116;265981;167824
6;329;6;497;5;2;0;7;4;2;14889;106273
6;805;6;525;5;1;0;13;2;4;377797;54181
6;749;6;266;5;0;0;3;1;1;166803;29805
6;778;6;840;5;0;0;5;0;2;59478;339828
6;805;6;412;5;88;0;6683;1599;2300;377797;265981
6;749;2;12;5;100;0;723;153;312;166803;200870
2;8;6;658;5;49;2;593;84;262;187237;581314
6;805;6;371;5;88;1;2788;674;973;377797;414196
6;882;2;2;5;0;1;70;19;4;114269;157835
6;260;2;5;5;309;201;1013;277;570;300934;179005
6;28;6;252;5;4;0;14;4;6;552228;213619
6;638;2;7;5;74;21;161;54;107;299916;220429
6;749;6;658;5;24;5;20;7;19;166803;581314
6;134;6;91;5;42;0;16;7;15;51892;324244
6;749;6;260;5;6;2;56;10;24;166803;300934
6;408;6;525;5;14;0;51;10;24;180423;54181
6;119;6;658;5;1;0;20;4;7;26367;581314
2;11;2;7;5;84;206;6238;1401;1215;189832;220429
2;8;6;756;5;48;2;542;96;213;187237;292878
6;778;6;778;5;439;18;14834;3551;1497;59478;59478
6;126;2;4;5;0;0;12;0;6;94461;218245
6;434;2;12;5;65;133;645;142;321;459263;200870
6;574;6;329;5;0;0;49;10;0;17054;14889
6;525;2;5;5;39;1;66;32;42;54181;179005
2;6;6;274;5;51;131;585;219;291;175916;426005
6;126;2;14;5;0;1;115;36;15;94461;225970
6;441;2;9;5;7;4;42;12;22;654324;161797
6;840;2;11;5;947;11;6027;1598;1304;339828;189832
2;6;2;12;5;22;298;1984;416;734;175916;200870
2;10;6;882;5;0;0;6;2;3;165883;114269
6;574;6;568;5;0;0;3;1;0;17054;321109
6;840;2;5;5;708;531;1443;380;924;339828;179005
6;515;6;749;5;123;0;1666;465;732;322375;166803
6;35;6;658;5;515;15;22021;5203;3617;342464;581314
6;441;6;35;5;139;0;371;81;175;654324;342464
6;126;6;270;5;0;0;2;0;0;94461;163671
2;12;6;648;5;12;22;22;11;19;200870;81141
2;7;2;9;5;225;175;9162;1846;1278;220429;161797
2;10;6;408;5;124;1;399;122;189;165883;180423
6;648;6;568;5;11;0;38;14;17;81141;321109
6;274;2;2;5;342;197;1696;734;942;426005;157835
2;1;6;778;5;298;346;554;106;274;206262;59478
6;840;2;14;5;1524;190;2286;650;1453;339828;225970
6;434;6;882;5;0;0;2;0;1;459263;114269
6;266;2;4;5;0;0;2;0;1;29805;218245
6;434;6;539;5;87;1;200;63;102;459263;525261
6;778;2;12;5;5;7;5;3;7;59478;200870
6;515;6;126;5;1;0;92;21;36;322375;94461
6;882;6;638;5;0;0;59;9;24;114269;299916
2;8;6;497;5;0;1;6;0;3;187237;106273
2;5;6;119;5;1;1;1;0;1;179005;26367
2;1;6;260;5;1144;2068;3614;875;1805;206262;300934
2;12;2;15;5;186;3791;9508;2073;1872;200870;182574
2;6;2;2;5;8;1372;3535;706;593;175916;157835
6;274;6;568;5;21;0;205;55;74;426005;321109
2;11;6;490;5;38;21;3143;894;1264;189832;616279
6;515;2;12;5;316;6;1136;458;565;322375;200870
6;515;2;13;5;723;20;2446;1148;1232;322375;232094
2;13;2;7;5;210;2861;4692;824;1392;232094;220429
6;560;6;497;5;1;0;1997;608;605;451589;106273
6;658;6;840;5;25;13;200;58;91;581314;339828
6;756;6;410;5;21;1;283;84;109;292878;167824
2;4;6;497;5;0;6;35;8;18;218245;106273
6;252;6;760;5;47;0;1360;328;453;213619;273838
6;658;2;11;5;38;22;505;134;228;581314;189832
6;427;2;8;5;611;6;14206;3232;3606;1498704;187237
6;260;6;364;5;5;0;11;4;5;300934;87185
2;2;6;658;5;197;351;3221;950;1533;157835;581314
6;490;2;9;5;136;15;5653;1241;2091;616279;161797
6;490;6;408;5;21;5;143;33;51;616279;180423
6;638;2;3;5;184;162;435;133;338;299916;187537
6;658;6;28;5;215;5;15729;4188;3309;581314;552228
6;483;6;568;5;0;0;1;0;0;36172;321109
6;497;6;35;5;0;0;6;3;1;106273;342464
6;568;6;427;5;2519;21;39924;10437;9800;321109;1498704
6;778;2;2;5;68;30;90;30;79;59478;157835
6;98;6;805;5;0;0;2;0;1;88470;377797
6;749;2;8;5;19;3;106;15;48;166803;187237
6;515;2;8;5;21;1;126;39;56;322375;187237
2;10;6;412;5;159;0;532;169;231;165883;265981
6;648;6;840;5;4;3;20;9;8;81141;339828
6;805;6;274;5;22;8;62;22;34;377797;426005
2;4;2;3;5;318;3422;15825;2946;2664;218245;187537
6;371;6;515;5;261;0;1996;462;803;414196;322375
2;5;6;560;5;338;180;827;371;479;179005;451589
6;329;6;840;5;0;0;1;0;0;14889;339828
6;98;6;260;5;0;0;13;3;6;88470;300934
2;5;6;490;5;172;628;2971;778;1325;179005;616279
6;126;6;408;5;0;0;5;0;2;94461;180423
6;497;6;760;5;2;0;95;24;15;106273;273838
2;12;6;882;5;0;0;30;5;8;200870;114269
6;270;6;98;5;1;0;1;0;1;163671;88470
6;408;6;805;5;54;0;489;96;201;180423;377797
6;91;2;8;5;18;1;208;38;94;324244;187237
6;266;2;14;5;2;0;58;27;25;29805;225970
6;778;6;252;5;0;0;1;1;0;59478;213619
6;245;6;260;5;0;0;7;2;2;56729;300934
6;515;6;274;5;6;3;14;0;8;322375;426005
6;749;6;840;5;34;0;469;120;143;166803;339828
6;364;2;3;5;2;14;848;226;146;87185;187537
6;638;6;126;5;3;0;318;68;136;299916;94461
6;658;2;7;5;138;306;1435;372;765;581314;220429
6;560;6;260;5;3;0;171;35;71;451589;300934
6;756;2;7;5;208;88;439;122;306;292878;220429
6;749;6;756;5;2479;1;15028;4113;3809;166803;292878
6;749;2;9;5;27;0;255;45;98;166803;161797
2;10;6;371;5;54;4;1707;362;630;165883;414196
2;4;6;260;5;167;11;2562;543;944;218245;300934
6;638;6;760;5;928;0;2548;693;1132;299916;273838
2;9;6;749;5;15;0;269;55;89;161797;166803
6;760;6;490;5;53;3;164;61;78;273838;616279
6;568;6;91;5;22;1;64;23;28;321109;324244
2;4;6;658;5;302;18;6532;1350;2042;218245;581314
2;8;6;91;5;33;1;217;42;100;187237;324244
2;8;6;840;5;92;0;1379;231;549;187237;339828
2;2;6;252;5;22;122;610;193;307;157835;213619
2;13;6;371;5;1063;67;3952;1230;1243;232094;414196
6;412;2;3;5;544;365;673;265;576;265981;187537
6;861;6;638;5;219;4;2094;596;633;268752;299916
6;539;2;4;5;514;69;1524;434;735;525261;218245
2;6;2;9;5;218;204;4486;971;700;175916;161797
6;364;6;410;5;4;0;348;101;120;87185;167824
6;560;6;329;5;0;0;12;5;5;451589;14889
6;252;6;427;5;4;0;204;53;77;213619;1498704
6;539;6;28;5;20;0;109;25;51;525261;552228
6;483;6;329;5;0;0;1;0;0;36172;14889
6;434;2;2;5;284;471;4166;1078;1745;459263;157835
